logFC,logCPM,cols,PValue,AdjPValue,GeneID,Length,WormBaseID,entrezgene_id
-1.533,2.78,#858585,0.04448,0.171,col-150,982,WBGene00000723,181814
-1.041,4.828,#858585,0.4479,1.0,che-12,4298,WBGene00000491,179433
0.8654,5.181,#858585,0.6339,1.0,trx-2,562,WBGene00007099,179434
-1.044,4.868,#858585,0.4318,0.981,asps-1,1840,WBGene00007100,179435
-0.7672,5.718,#858585,0.8141,1.0,B0024.11,1818,WBGene00007101,179436
-1.208,3.551,#858585,0.2994,0.7627,gna-1,624,WBGene00001646,179437
-0.02362,3.549,#858585,0.9983,1.0,B0024.13,1022,WBGene00007102,179438
-0.02441,6.575,#858585,0.9977,1.0,crm-1,3335,WBGene00007103,179439
-0.06849,6.663,#858585,0.9985,1.0,arx-2,1526,WBGene00000200,179440
0.4766,5.053,#858585,0.8728,1.0,K07C5.2,1004,WBGene00010625,187089
0.9704,0.9447,#858585,0.5265,1.0,K07C5.13,459,WBGene00050947,6418753
-0.3743,5.631,#858585,0.9866,1.0,K07C5.3,1617,WBGene00010626,179441
-0.006631,5.968,#858585,0.9985,1.0,K07C5.6,2057,WBGene00010629,179443
1.635,4.863,#858585,0.05164,0.1934,ceeh-2,1397,WBGene00010628,179444
-0.2021,4.737,#858585,0.9969,1.0,ttll-15,1744,WBGene00010630,187090
-0.8918,7.382,#858585,0.5913,1.0,cash-1,2936,WBGene00010631,179445
0.6546,4.77,#858585,0.7703,1.0,ugt-49,1631,WBGene00007070,179446
0.7733,4.34,#858585,0.7966,1.0,ugt-2,1774,WBGene00007073,179450
1.321,2.034,#858585,0.2587,0.6861,F15H10.7,2145,WBGene00008874,184555
1.305,4.477,#858585,0.221,0.6109,Y32F6A.4,1822,WBGene00012529,179456
-0.5471,7.192,#858585,0.8762,1.0,pap-1,2947,WBGene00012528,179458
1.22,5.3,#858585,0.3836,0.9037,Y32F6A.5,1685,WBGene00012530,179459
1.175,1.22,#858585,0.4028,0.9359,Y32F6A.6,1010,WBGene00044209,NA
-1.415,6.226,#858585,0.07339,0.2585,F22E12.1,2762,WBGene00009058,179460
0.1775,2.426,#858585,0.9874,1.0,F22E12.3,914,WBGene00009060,184849
-1.156,3.719,#858585,0.3863,0.9086,chw-1,800,WBGene00009059,184848
-0.01257,6.284,#858585,0.9991,1.0,egl-9,2877,WBGene00001178,179461
1.035,4.384,#858585,0.4521,1.0,crp-1,975,WBGene00012532,179462
0.3975,5.94,#858585,0.9853,1.0,Y32F6B.1,2607,WBGene00012531,179463
-1.159,3.386,#858585,0.3156,0.7906,ncx-5,1971,WBGene00003570,191715
-0.5051,2.761,#858585,0.8267,1.0,C35A5.3,1514,WBGene00007947,179465
-0.7404,1.19,#858585,0.7789,1.0,C35A5.11,661,WBGene00044024,3565115
0.7771,1.364,#858585,0.6701,1.0,C35A5.10,1016,WBGene00044016,3565313
2.115,3.838,#858585,0.02024,0.09189,C35A5.6,802,WBGene00007950,183224
0.03709,4.023,#858585,0.9991,1.0,dmsr-8,1574,WBGene00007951,183225
-1.128,7.098,#858585,0.3986,0.9291,C35A5.8,3488,WBGene00007952,179467
0.1247,3.095,#858585,0.9944,1.0,hda-11,1017,WBGene00007953,183226
0.08653,7.632,#858585,0.9947,1.0,ppm-1.A,2299,WBGene00006460,179469
-1.24,7.266,#858585,0.2547,0.6784,best-14,1405,WBGene00009340,179471
-1.105,6.035,#858585,0.4275,0.9743,cat-4,894,WBGene00000298,179472
-1.229,5.981,#858585,0.2706,0.7085,vps-54,3480,WBGene00006934,179473
-1.473,6.632,#858585,0.07596,0.2661,del-6,1992,WBGene00011891,179474
-0.3767,5.635,#858585,0.9879,1.0,mics-1,1261,WBGene00011890,179475
0.3754,3.785,#858585,0.9333,1.0,erh-1,598,WBGene00011892,179476
-0.118,5.752,#858585,0.9773,1.0,lpd-9,550,WBGene00003065,179477
0.1016,3.933,#858585,0.9983,1.0,T21C9.6,3843,WBGene00011893,179478
-0.2752,0.2172,#858585,0.9287,1.0,srg-32,912,WBGene00005189,188687
-0.7118,3.54,#858585,0.7638,1.0,T21C9.9,1544,WBGene00011895,179479
-0.4342,2.203,#858585,0.8913,1.0,T21C9.11,831,WBGene00011896,188689
1.852,1.207,#858585,0.02903,0.1218,T21C9.13,1259,WBGene00011898,179480
-0.4175,6.258,#858585,0.9722,1.0,scpl-4,1739,WBGene00011897,179481
-1.009,5.324,#858585,0.4853,1.0,H27A22.1,1346,WBGene00010418,179482
-0.04221,3.75,#858585,0.9989,1.0,H09F14.1,1390,WBGene00010375,186709
-0.5934,0.4461,#858585,0.8226,1.0,mab-23,528,WBGene00003114,266926
-0.368,3.976,#858585,0.9864,1.0,C32C4.1,2276,WBGene00007862,183120
-0.3911,3.521,#858585,0.9701,1.0,aqp-6,1136,WBGene00000174,183121
0.9081,3.069,#858585,0.635,1.0,ugt-34,1623,WBGene00009255,185120
-0.04257,4.701,#858585,0.999,1.0,tut-2,1168,WBGene00009256,179483
-0.05276,4.217,#858585,0.9987,1.0,twk-12,2140,WBGene00006667,192074
-1.169,7.951,#858585,0.3165,0.7922,gsp-1,1790,WBGene00001747,179486
0.1624,5.606,#858585,0.9955,1.0,pph-1,1490,WBGene00004083,182242
1.128,8.668,#858585,0.4409,0.9953,T28B11.1,2877,WBGene00012117,179487
-0.6782,4.763,#858585,0.8483,1.0,mre-11,2622,WBGene00003405,179488
-0.5694,2.991,#858585,0.8258,1.0,wdr-5.3,1747,WBGene00013862,179489
2.114,1.444,#858585,0.07112,0.252,F28H7.2,855,WBGene00009236,185096
-2.411,5.171,#858585,0.01733,0.08145,F28H7.3,1033,WBGene00009237,179490
0.4941,3.84,#858585,0.8669,1.0,irld-6,1641,WBGene00009239,179491
-0.683,5.439,#858585,0.8971,1.0,F28H7.8,1329,WBGene00009241,185099
-0.5537,2.73,#858585,0.8235,1.0,sre-6,1101,WBGene00009242,185100
-1.035,2.835,#858585,0.4562,1.0,ocr-1,2553,WBGene00003838,185101
-0.1299,4.389,#858585,0.9962,1.0,D1054.1,1140,WBGene00008370,179492
-0.8419,7.275,#858585,0.6508,1.0,pas-2,889,WBGene00003923,179493
0.5618,5.507,#858585,0.9348,1.0,D1054.3,668,WBGene00008371,179494
0.6778,3.343,#858585,0.8424,1.0,D1054.5,1222,WBGene00008372,183914
1.221,4.994,#858585,0.3391,0.8314,D1054.8,969,WBGene00008375,183917
-0.7689,3.148,#858585,0.6752,1.0,D1054.9,2248,WBGene00008376,179495
0.5017,3.929,#858585,0.9046,1.0,secs-1,1686,WBGene00008379,179498
0.3096,5.384,#858585,0.9743,1.0,prp-38,1084,WBGene00008380,179499
0.3598,6.492,#858585,0.9213,1.0,plrg-1,1629,WBGene00006481,179500
2.019,0.1921,#858585,0.07024,0.2494,C29A12.1,964,WBGene00007797,179501
-0.9064,5.235,#858585,0.6073,1.0,lig-1,2417,WBGene00002985,179502
-0.4053,6.267,#858585,0.9607,1.0,nrx-1,6068,WBGene00007799,179503
-0.7655,7.355,#858585,0.7521,1.0,saeg-1,3160,WBGene00010012,179505
-0.7965,2.574,#858585,0.7703,1.0,F32D8.1,1130,WBGene00009326,185203
-1.036,2.345,#858585,0.4581,1.0,F32D8.11,923,WBGene00043302,13214984
-1.121,5.52,#858585,0.366,0.8752,F32D8.12,1688,WBGene00009334,179506
-0.282,4.235,#858585,0.9863,1.0,F32D8.4,1255,WBGene00009329,259646
-1.052,4.725,#858585,0.4222,0.9681,F32D8.14,981,WBGene00009336,179507
-1.13,3.638,#858585,0.3541,0.855,F32D8.5,966,WBGene00009330,179509
-0.841,2.45,#858585,0.6896,1.0,F32D8.13,794,WBGene00009335,179508
-1.417,7.251,#858585,0.1914,0.5475,emo-1,437,WBGene00001303,179510
-0.07923,3.372,#858585,0.9771,1.0,spp-16,564,WBGene00005001,185207
-0.09926,1.003,#858585,0.9859,1.0,F32D8.8,1074,WBGene00009332,185206
0.04711,3.807,#858585,0.9894,1.0,F32D8.15,641,WBGene00009325,6418737
0.5982,3.956,#858585,0.9381,1.0,F32D8.10,1427,WBGene00009333,185208
-0.4088,1.23,#858585,0.9217,1.0,F58B4.2,329,WBGene00010235,186494
-0.1653,5.219,#858585,0.9943,1.0,nas-31,2162,WBGene00003549,186493
1.597,4.288,#858585,0.03057,0.127,F58B4.6,722,WBGene00010239,3565238
1.628,5.217,#858585,0.04028,0.1577,F58B4.3,604,WBGene00010236,186495
1.29,4.341,#858585,0.1703,0.5013,F58B4.5,1407,WBGene00010238,179513
0.9633,5.946,#858585,0.5308,1.0,F17C11.12,1918,WBGene00008923,179514
1.68,1.517,#858585,0.1266,0.399,F17C11.16,368,WBGene00050890,NA
-0.2875,7.663,#858585,0.9293,1.0,zip-9,1934,WBGene00077761,36805003
0.2349,6.795,#858585,0.9649,1.0,F17C11.2,663,WBGene00008914,184614
-2.166,-0.1596,#858585,0.02587,0.1115,anr-43,281,WBGene00219583,NA
0.4328,5.683,#858585,0.9652,1.0,F17C11.4,960,WBGene00008915,179518
0.09544,1.667,#858585,0.9931,1.0,clec-221,631,WBGene00008916,184615
0.9088,3.015,#858585,0.5656,1.0,F17C11.6,446,WBGene00008917,184616
0.7701,0.2981,#858585,0.6559,1.0,F17C11.13,575,WBGene00023503,3565104
-0.9843,5.212,#858585,0.5282,1.0,F17C11.7,1773,WBGene00008918,179519
-0.3721,5.972,#858585,0.9743,1.0,vps-36,1635,WBGene00008919,179520
-1.514,5.365,#858585,0.1159,0.372,ctf-4,3500,WBGene00008921,179521
-0.08598,10.94,#858585,0.9912,1.0,eef-1G,1519,WBGene00008920,179522
0.4492,3.045,#858585,0.9517,1.0,frpr-9,1599,WBGene00009965,186155
1.237,3.329,#858585,0.3096,0.7803,F53B7.7,399,WBGene00009969,3565452
0.6904,4.516,#858585,0.8478,1.0,isy-1,900,WBGene00009966,179524
0.3983,3.441,#858585,0.9595,1.0,hot-6,693,WBGene00001991,179525
-0.6438,6.348,#858585,0.9091,1.0,pptr-2,2316,WBGene00007554,179526
-0.1869,5.343,#858585,0.978,1.0,pak-2,1885,WBGene00006443,179527
0.907,2.842,#858585,0.5702,1.0,C45B11.7,1601,WBGene00050945,NA
1.399,-0.3439,#858585,0.2286,0.6275,T04C12.1,352,WBGene00011427,179531
-0.306,5.01,#858585,0.9543,1.0,T04C12.11,513,WBGene00077693,13215068
-0.8334,1.937,#858585,0.6369,1.0,T04C12.9,488,WBGene00050889,6418765
2.097,5.804,#858585,0.01187,0.06088,nlp-80,554,WBGene00011428,179532
0.6943,3.034,#858585,0.7412,1.0,T04C12.8,497,WBGene00011430,3565327
-1.003,8.299,#858585,0.4958,1.0,act-3,1558,WBGene00000065,179533
-0.9683,8.83,#858585,0.5322,1.0,act-2,1349,WBGene00000064,179534
-0.7934,8.394,#858585,0.7467,1.0,act-1,1461,WBGene00000063,179535
0.05537,4.596,#858585,0.9992,1.0,Y42A5A.1,3487,WBGene00012776,179536
-1.371,2.011,#858585,0.3213,0.8011,Y42A5A.3,434,WBGene00012778,189840
0.2741,3.956,#858585,0.9846,1.0,cdkl-1,1502,WBGene00012779,189841
0.3227,0.3495,#858585,0.9174,1.0,Y42A5A.5,386,WBGene00012780,3565757
-1.644,6.887,#858585,0.03109,0.1286,erfa-3,2017,WBGene00010405,179537
-0.6573,8.133,#858585,0.7303,1.0,math-33,4212,WBGene00010406,179538
0.1621,5.532,#858585,0.976,1.0,H19N07.3,763,WBGene00010407,179539
0.9133,5.968,#858585,0.6183,1.0,mboa-2,1921,WBGene00010408,179540
-0.4188,8.459,#858585,0.9013,1.0,atp-5,872,WBGene00007385,179541
0.1333,4.922,#858585,0.9817,1.0,lmtr-3,640,WBGene00007390,259649
-0.09696,5.416,#858585,0.9978,1.0,C06H2.2,1539,WBGene00007386,179542
0.3485,4.555,#858585,0.9883,1.0,jmjd-5,1789,WBGene00007387,179543
-1.272,4.658,#858585,0.1652,0.4909,glb-3,854,WBGene00007389,182348
-0.9857,4.031,#858585,0.5234,1.0,folt-1,1420,WBGene00007388,179544
1.324,0.6503,#858585,0.2049,0.5759,C06H2.7,1298,WBGene00007391,3565909
0.0894,0.2352,#858585,0.9651,1.0,T19C4.24,102,WBGene00219420,24104904
-0.4969,5.694,#858585,0.8561,1.0,nlp-33,354,WBGene00003771,179545
-1.668,5.281,#858585,0.07839,0.2725,T19C4.1,1342,WBGene00011838,188590
1.081,4.272,#858585,0.3818,0.9011,T19C4.5,1648,WBGene00011839,188594
0.1694,2.958,#858585,0.993,1.0,gpa-1,1074,WBGene00001663,179546
0.3673,5.463,#858585,0.9777,1.0,cnc-10,372,WBGene00012152,3565147
-0.9333,3.06,#858585,0.5936,1.0,lgc-49,1676,WBGene00010741,179547
-0.7884,7.803,#858585,0.771,1.0,K10D6.2,1203,WBGene00010742,179548
-1.326,5.844,#858585,0.1066,0.3482,K10D6.4,1885,WBGene00010744,179549
-0.004271,5.489,#858585,0.9994,1.0,cyp-29A2,1724,WBGene00011830,179550
-0.9317,5.344,#858585,0.5837,1.0,bgal-1,2173,WBGene00011832,188583
0.06622,7.174,#858585,0.9974,1.0,pqn-70,2199,WBGene00004152,179552
0.5253,3.078,#858585,0.886,1.0,dvc-1,1366,WBGene00011834,179554
0.01144,4.523,#858585,0.9999,1.0,ima-1,1917,WBGene00002072,179555
-0.5119,4.937,#858585,0.9276,1.0,T19B10.8,2534,WBGene00011835,179556
-0.4782,4.063,#858585,0.8883,1.0,mxl-1,459,WBGene00003509,179557
-1.466,1.296,#858585,0.1251,0.3954,F07B10.4,1032,WBGene00008550,3565686
1.402,0.9463,#858585,0.292,0.7491,cln-3.1,1446,WBGene00000539,179559
-1.463,6.123,#858585,0.04369,0.1684,gly-20,1878,WBGene00001645,179562
-0.6731,2.816,#858585,0.787,1.0,C03E10.3,1395,WBGene00007281,182163
-0.7676,0.01346,#858585,0.6677,1.0,T03F7.6,951,WBGene00011403,188028
0.6743,5.795,#858585,0.871,1.0,snf-11,2123,WBGene00004910,191770
-0.7168,4.996,#858585,0.801,1.0,T03F7.7,1338,WBGene00011404,179564
0.3602,4.511,#858585,0.9324,1.0,F47G9.4,2653,WBGene00009831,179566
1.745,-0.2936,#858585,0.09068,0.3059,str-141,1005,WBGene00006189,185949
-0.6108,7.664,#858585,0.9034,1.0,F47G9.1,950,WBGene00009829,179567
-0.9103,7.018,#858585,0.6278,1.0,T02E9.5,950,WBGene00011383,179568
-0.2781,4.254,#858585,0.9738,1.0,npr-25,1294,WBGene00011381,179570
-1.106,5.233,#858585,0.3607,0.8663,dop-5,2519,WBGene00011382,179571
-0.2466,7.096,#858585,0.9803,1.0,cnb-1,1154,WBGene00000554,179572
-0.3064,4.448,#858585,0.9605,1.0,F55C10.5,507,WBGene00010109,3564818
-1.67,4.808,#858585,0.0547,0.2029,K03B8.6,1476,WBGene00010524,186927
-0.1679,2.18,#858585,0.9537,1.0,K03B8.8,755,WBGene00010525,186929
-1.499,4.445,#858585,0.03905,0.1537,deg-3,1916,WBGene00000951,3565200
-1.458,4.843,#858585,0.05498,0.2039,des-2,2198,WBGene00000955,179574
-2.116,-0.4623,#858585,0.04774,0.181,T26H10.2,237,WBGene00077782,7040155
0.2694,5.559,#858585,0.9846,1.0,dmsr-1,1782,WBGene00010191,186437
-1.607,5.019,#858585,0.02756,0.1173,F57B7.2,1204,WBGene00010192,186438
-0.628,3.32,#858585,0.8592,1.0,mig-17,1607,WBGene00003248,179575
0.8354,2.685,#858585,0.6722,1.0,T11F9.1,1287,WBGene00011709,188419
-1.347,3.247,#858585,0.1525,0.4615,zipt-16,1829,WBGene00006486,179576
-0.4264,2.291,#858585,0.9478,1.0,aat-6,1763,WBGene00000007,188421
0.2356,6.555,#858585,0.9907,1.0,dhs-19,1050,WBGene00000982,179578
1.955,4.495,#858585,0.03858,0.1522,T11F9.12,2480,WBGene00011713,179579
-1.948,5.244,#858585,0.05313,0.1981,C55A6.12,587,WBGene00044019,3565529
-0.3529,3.728,#858585,0.9743,1.0,C55A6.1,868,WBGene00008330,179580
-0.3806,4.984,#858585,0.9688,1.0,C55A6.10,1860,WBGene00008339,179581
-0.5133,6.82,#858585,0.9113,1.0,ttll-5,2414,WBGene00008331,179582
1.574,1.423,#858585,0.164,0.4886,C55A6.3,829,WBGene00008332,183832
-0.6315,3.57,#858585,0.7697,1.0,C55A6.4,1139,WBGene00008333,183833
0.8736,2.014,#858585,0.5931,1.0,C55A6.7,1002,WBGene00008336,183836
-0.712,5.525,#858585,0.8643,1.0,pafo-1,1470,WBGene00008338,179583
-0.1527,7.381,#858585,0.9755,1.0,ccch-1,2778,WBGene00009532,179584
-0.6928,4.023,#858585,0.836,1.0,F38B7.2,1081,WBGene00009533,185456
-0.7469,1.781,#858585,0.7807,1.0,F38B7.10,738,WBGene00077536,6418738
0.5311,0.3413,#858585,0.8468,1.0,F38B7.11,546,WBGene00189933,13215365
1.618,5.824,#858585,0.1351,0.4206,F38B7.3,1596,WBGene00009534,179585
1.799,-0.09736,#858585,0.0576,0.212,srx-85,978,WBGene00005976,185457
0.09922,3.278,#858585,0.9781,1.0,duo-1,2825,WBGene00001110,179586
0.1819,4.669,#858585,0.9969,1.0,pms-2,3131,WBGene00004064,179587
1.112,4.897,#858585,0.377,0.8937,nhr-101,1300,WBGene00003691,179588
-0.3913,4.277,#858585,0.85,1.0,nhr-68,1370,WBGene00003658,179589
-1.949,7.031,#858585,0.01068,0.05622,F35B12.9,1148,WBGene00009388,179591
0.5123,5.769,#858585,0.911,1.0,dhs-20,1458,WBGene00000983,179590
-0.1603,4.17,#858585,0.9913,1.0,sas-5,1908,WBGene00009385,179592
2.961,2.887,#858585,0.01149,0.0593,tag-290,905,WBGene00009386,179593
-0.01766,3.42,#858585,0.9977,1.0,glb-15,825,WBGene00009387,185260
-0.2148,4.767,#858585,0.9827,1.0,F35B12.10,1514,WBGene00009389,179595
-0.8539,7.217,#858585,0.6408,1.0,sipa-1,3517,WBGene00012100,179596
0.3567,4.847,#858585,0.9715,1.0,bir-1,567,WBGene00000249,179597
-0.1321,6.596,#858585,0.9884,1.0,skp-1,1741,WBGene00004806,179598
-0.8556,1.656,#858585,0.6095,1.0,F46F3.3,1049,WBGene00009791,185854
-1.139,4.664,#858585,0.2681,0.704,lgc-44,1911,WBGene00009790,179600
-0.746,7.324,#858585,0.742,1.0,ape-1,2744,WBGene00000146,179601
0.07673,1.346,#858585,0.9699,1.0,W05E10.1,1639,WBGene00012280,179602
-0.2309,4.631,#858585,0.9888,1.0,W05E10.5,768,WBGene00012282,3565965
0.9246,4.918,#858585,0.6012,1.0,tre-3,2009,WBGene00006609,179604
1.807,2.022,#858585,0.03973,0.156,daf-11,3822,WBGene00000907,179605
-0.4864,3.158,#858585,0.8687,1.0,rhr-2,1455,WBGene00004359,179606
-0.2048,5.558,#858585,0.9643,1.0,npp-22,1965,WBGene00007118,179607
-0.4039,-0.2996,#858585,0.8344,1.0,spe-42,2325,WBGene00007117,353452
-1.464,4.744,#858585,0.1034,0.3402,T04F3.2,789,WBGene00011437,179609
-2.023,0.4331,#858585,0.03346,0.1361,T04F3.5,762,WBGene00077538,6418766
-0.4644,2.891,#858585,0.8638,1.0,T04F3.4,610,WBGene00011439,188064
-0.9403,6.077,#858585,0.5992,1.0,F55A11.1,955,WBGene00010075,179610
-0.7132,6.136,#858585,0.8638,1.0,syx-5,1502,WBGene00006373,179611
-0.6086,6.297,#858585,0.8039,1.0,sel-11,2081,WBGene00004768,179612
0.2327,3.068,#858585,0.9756,1.0,F55A11.4,1948,WBGene00010077,186276
-0.1424,4.992,#858585,0.9825,1.0,F55A11.6,1161,WBGene00010079,179613
1.233,0.7666,#858585,0.2619,0.6926,F55A11.11,1088,WBGene00010082,3565838
-0.9073,3.269,#858585,0.6361,1.0,F55A11.7,1473,WBGene00010080,179614
-1.563,4.51,#858585,0.03783,0.1498,D2023.1,2291,WBGene00014300,179615
0.1625,4.8,#858585,0.9962,1.0,D2023.3,690,WBGene00008407,183945
-0.9763,8.293,#858585,0.5306,1.0,pyc-1,4026,WBGene00004258,179616
-0.3151,4.217,#858585,0.9569,1.0,D2023.4,592,WBGene00008408,183946
-0.8714,4.313,#858585,0.6572,1.0,mpst-1,1080,WBGene00008409,179617
-1.09,3.695,#858585,0.3535,0.8541,D2023.6,1757,WBGene00008410,179618
-2.414,0.7368,#858585,0.01137,0.05884,col-158,1216,WBGene00000731,179619
0.6619,4.433,#858585,0.7528,1.0,nphp-4,3993,WBGene00011261,179620
2.522,1.919,#858585,0.01595,0.07631,pho-8,1282,WBGene00011262,179621
0.672,6.544,#858585,0.8827,1.0,R13H4.2,975,WBGene00014826,6418761
1.562,1.106,#858585,0.07744,0.2699,R13H4.8,705,WBGene00011266,3565494
-0.6715,7.547,#858585,0.7069,1.0,hmp-1,3560,WBGene00001978,179624
0.2899,6.002,#858585,0.9839,1.0,R13H4.5,1200,WBGene00011263,179625
-0.1572,2.844,#858585,0.9761,1.0,R13H4.7,1257,WBGene00011265,187874
1.389,3.747,#858585,0.06252,0.2264,sulp-4,2385,WBGene00010788,179626
1.906,7.771,#858585,0.04007,0.1572,sodh-1,1307,WBGene00010790,179627
2.641,-0.1345,#858585,0.02947,0.1234,K12G11.6,908,WBGene00010792,3565780
-1.73,8.743,#858585,0.1376,0.4265,sma-1,13478,WBGene00004855,179629
0.3193,6.218,#858585,0.9753,1.0,R31.2,1949,WBGene00011270,179630
1.099,2.776,#858585,0.377,0.8937,osm-6,1457,WBGene00003886,179631
-1.56,7.192,#858585,0.08368,0.2874,aman-2,3628,WBGene00010284,179632
-1.926,4.208,#858585,0.02094,0.09447,F58H1.2,720,WBGene00010285,179633
0.7973,3.779,#858585,0.6815,1.0,F58H1.3,910,WBGene00010286,179634
-0.3907,2.978,#858585,0.9002,1.0,F58H1.8,737,WBGene00138720,13215535
1.52,3.016,#858585,0.1036,0.3404,flr-2,859,WBGene00001466,186548
-1.081,0.4119,#858585,0.4329,0.982,F58H1.6,1243,WBGene00010289,186549
-0.5646,4.561,#858585,0.9225,1.0,F58H1.5,1155,WBGene00010288,179635
-0.452,7.084,#858585,0.952,1.0,F58H1.7,868,WBGene00010290,179636
1.434,5.725,#858585,0.2844,0.735,cpr-1,1114,WBGene00000781,179637
-0.01941,5.213,#858585,0.9965,1.0,mif-2,583,WBGene00003235,179638
0.2539,6.931,#858585,0.9792,1.0,snr-4,800,WBGene00004917,179639
-1.281,7.042,#858585,0.1653,0.4911,rpt-1,1598,WBGene00004501,179641
-1.472,6.306,#858585,0.0626,0.2264,mans-2,2179,WBGene00008258,179642
1.093,7.132,#858585,0.4311,0.9801,cyl-1,1719,WBGene00000876,179643
0.2526,4.067,#858585,0.9717,1.0,gcy-33,3034,WBGene00001553,179644
0.272,6.725,#858585,0.9129,1.0,F57F5.1,1421,WBGene00010204,179645
-0.5174,4.886,#858585,0.9174,1.0,add-2,2075,WBGene00000073,179647
-1.079,8.222,#858585,0.4284,0.9756,pkc-1,3577,WBGene00004032,179649
-0.365,3.672,#858585,0.9586,1.0,F10C2.3,1912,WBGene00008644,179650
-0.5859,5.126,#858585,0.9489,1.0,kup-1,1235,WBGene00002241,179651
-1.113,5.482,#858585,0.3717,0.8853,F10C2.4,3441,WBGene00008645,179652
-0.9228,4.911,#858585,0.5976,1.0,F10C2.5,2547,WBGene00008646,179653
-0.7517,4.211,#858585,0.7967,1.0,dars-2,1894,WBGene00001095,3565124
-0.5894,0.4614,#858585,0.768,1.0,F10C2.7,1377,WBGene00008647,184290
-0.2301,4.906,#858585,0.9721,1.0,clh-6,2660,WBGene00000533,179655
0.413,7.466,#858585,0.934,1.0,pqn-53,1669,WBGene00004138,179656
0.3042,2.379,#858585,0.9774,1.0,kmo-2,1509,WBGene00011088,187655
-1.235,4.797,#858585,0.1989,0.5632,kmo-1,1453,WBGene00011089,179657
-0.149,3.823,#858585,0.9901,1.0,R07B7.6,1586,WBGene00011090,179658
-0.8858,3.331,#858585,0.6529,1.0,R07B7.9,1689,WBGene00011093,179659
-1.446,3.296,#858585,0.0642,0.2314,R07B7.8,1936,WBGene00011092,187657
-1.038,2.241,#858585,0.47,1.0,R07B7.10,1258,WBGene00011094,187658
-1.853,5.487,#858585,0.01084,0.05677,gana-1,1464,WBGene00011095,179660
1.281,4.057,#858585,0.1475,0.4499,nhr-208,1285,WBGene00011099,187662
1.028,3.984,#858585,0.4609,1.0,nhr-209,1548,WBGene00011100,187663
1.307,5.579,#858585,0.2911,0.747,nhr-154,1423,WBGene00007547,182565
0.6348,3.32,#858585,0.8748,1.0,nhr-153,1409,WBGene00007546,182564
-0.309,4.609,#858585,0.9759,1.0,nhr-136,1484,WBGene00003726,182566
0.9863,3.73,#858585,0.5222,1.0,C13C4.4,1019,WBGene00007548,179661
2.204,1.024,#858585,0.03763,0.1493,C13C4.6,1725,WBGene00007550,182567
2.522,1.066,#858585,0.02062,0.0932,C27A7.6,1872,WBGene00007757,182951
-0.1792,5.908,#858585,0.9893,1.0,C27A7.1,2731,WBGene00007753,179663
-1.203,2.853,#858585,0.2844,0.735,C27A7.3,2329,WBGene00007755,179665
0.4339,4.5,#858585,0.9065,1.0,che-11,4314,WBGene00000490,179666
-1.683,6.677,#858585,0.0659,0.2366,C27A7.5,2853,WBGene00007756,179667
-0.6615,2.328,#858585,0.8432,1.0,ZK863.1,1113,WBGene00014122,191444
-0.2492,1.469,#858585,0.9269,1.0,clec-224,639,WBGene00044790,4363112
0.433,5.975,#858585,0.9132,1.0,elpc-3,1725,WBGene00014123,179669
-0.08144,5.985,#858585,0.9772,1.0,usip-1,2252,WBGene00014124,179670
0.2819,6.362,#858585,0.9653,1.0,dpy-30,614,WBGene00001088,179671
0.361,5.424,#858585,0.9302,1.0,rnp-1,1653,WBGene00004384,179672
-0.8759,6.893,#858585,0.6284,1.0,ogdh-2,3096,WBGene00014098,179674
1.634,2.719,#858585,0.1114,0.3605,ZK836.3,605,WBGene00014099,3565676
-1.491,7.219,#858585,0.1473,0.4494,vab-8,3543,WBGene00006874,179675
-0.8553,9.363,#858585,0.6052,1.0,myo-3,6105,WBGene00003515,179676
0.9031,1.28,#858585,0.5928,1.0,tag-348,1369,WBGene00011448,NA
0.8349,7.149,#858585,0.6147,1.0,T04H1.2,2246,WBGene00011449,179677
0.2199,6.353,#858585,0.9056,1.0,rad-50,4178,WBGene00004296,179678
1.541,4.252,#858585,0.08801,0.2983,T04H1.5,934,WBGene00011451,179679
1.363,2.248,#858585,0.188,0.54,lrx-1,1318,WBGene00003075,192091
-0.121,4.635,#858585,0.998,1.0,ugt-55,2047,WBGene00011452,188072
-0.1451,3.688,#858585,0.9965,1.0,twk-24,2155,WBGene00006677,179682
-1.501,4.879,#858585,0.04719,0.1792,tsfm-1,1096,WBGene00010094,179683
-0.7162,5.351,#858585,0.7029,1.0,capg-2,3212,WBGene00010093,179684
-0.3318,6.268,#858585,0.9871,1.0,rskd-1,2875,WBGene00010096,179685
-0.9403,7.145,#858585,0.5763,1.0,srpa-68,2267,WBGene00010097,179686
1.396,0.1094,#858585,0.2197,0.6084,srh-16,1002,WBGene00005241,186287
-1.202,7.649,#858585,0.3009,0.7647,frm-7,3570,WBGene00001493,179687
0.2518,2.592,#858585,0.9761,1.0,hpo-30,840,WBGene00011014,187592
-0.5316,5.629,#858585,0.9626,1.0,R04F11.3,1364,WBGene00011016,179688
0.3059,4.061,#858585,0.9474,1.0,R04F11.5,654,WBGene00011017,179689
-0.1475,7.623,#858585,0.9578,1.0,R04F11.2,598,WBGene00011015,179690
-1.636,5.292,#858585,0.04306,0.1664,twk-13,2715,WBGene00006668,192077
-0.5206,5.711,#858585,0.8725,1.0,tomm-20,736,WBGene00009092,179691
