,logFC,logCPM,cols,PValue,AdjPValue,GeneID,Length,WormBaseID,entrezgene_id,cellTypes
6520,0.06254,2.186,#858585,0.9955,1.0,C08G9.2,6883,WBGene00015620,177545.0,"['head neurons', 'pharynx']"
6521,-0.9807,7.766,#858585,0.518,1.0,itr-1,9178,WBGene00002173,177546.0,"['several structures', 'including egg-laying apparatus', 'ganglia', 'gonad', 'non-striated muscle', 'and tail hypodermis']"
6522,-0.2923,6.033,#858585,0.9868,1.0,F33D4.4,1421,WBGene00017996,177548.0,
6523,-0.2901,5.968,#858585,0.9706,1.0,mrpl-1,1244,WBGene00017997,177549.0,
6524,-0.232,4.278,#858585,0.9374,1.0,emc-6,450,WBGene00017999,177550.0,
6525,0.2771,4.959,#858585,0.9433,1.0,mrps-24,598,WBGene00023487,259579.0,
6526,0.04815,5.065,#858585,0.9991,1.0,nhr-8,1886,WBGene00003607,177551.0,['intestinal cell']
6527,-0.9574,3.601,#858585,0.5523,1.0,C50F7.6,1326,WBGene00016846,177553.0,
6528,1.811,4.746,#858585,0.01057,0.0558,C50F7.5,1016,WBGene00016845,177554.0,
6529,-0.8623,4.916,#858585,0.7246,1.0,sucg-1,1429,WBGene00016844,177555.0,
6530,1.126,2.843,#858585,0.3634,0.871,npr-35,1772,WBGene00016842,183681.0,"['AIYL', 'AIYR']"
6531,0.6906,3.323,#858585,0.7622,1.0,klo-1,1581,WBGene00016848,177557.0,"['excretory canal', 'excretory cell', 'and intestine']"
6532,-0.05428,1.127,#858585,0.9924,1.0,C46A5.4,4693,WBGene00016700,177558.0,
6533,-0.7191,5.634,#858585,0.8451,1.0,col-14,1077,WBGene00000603,177559.0,
6534,1.882,0.819,#858585,0.03925,0.1544,dsb-3,1299,WBGene00016701,183499.0,
6535,-1.196,6.485,#858585,0.2931,0.7512,hcf-1,2790,WBGene00001827,177560.0,
6536,-0.7299,4.917,#858585,0.8081,1.0,swd-2.2,1280,WBGene00016374,177561.0,['linker cell']
6537,-0.3746,3.401,#858585,0.9775,1.0,swd-2.1,1119,WBGene00016373,183186.0,
6538,0.3931,4.693,#858585,0.9702,1.0,rpap-3,978,WBGene00016375,183187.0,
6539,-0.4451,5.866,#858585,0.961,1.0,sec-10,2288,WBGene00016376,177562.0,"['several structures', 'including coelomocyte', 'excretory canal', 'head neurons', 'intestine', 'and reproductive system']"
6540,0.6375,4.342,#858585,0.9271,1.0,tag-321,908,WBGene00044325,177563.0,
6541,0.3503,5.674,#858585,0.99,1.0,tag-322,1151,WBGene00044326,177564.0,
6542,0.7996,6.42,#858585,0.7726,1.0,imp-3,1915,WBGene00016378,177565.0,
6543,-1.322,6.135,#858585,0.1558,0.4692,rsp-6,1237,WBGene00004703,177566.0,"['several structures', 'including PVDL', 'PVDR']"
6544,0.6498,3.316,#858585,0.8948,1.0,C33H5.13,504,WBGene00016379,183188.0,
6545,-0.09634,2.242,#858585,0.9948,1.0,sgo-1,1158,WBGene00016381,183189.0,
6546,-0.5175,2.346,#858585,0.9413,1.0,klp-10,2776,WBGene00002221,,
6547,0.7427,4.853,#858585,0.8557,1.0,zgpa-1,1376,WBGene00016383,177568.0,
6548,0.722,7.214,#858585,0.8349,1.0,cdgs-1,1814,WBGene00016384,3565046.0,"['head', 'tail']"
6549,-0.5536,6.248,#858585,0.9275,1.0,ric-3,1598,WBGene00004363,177570.0,"['body wall musculature', 'neurons', 'and pharyngeal muscle cell']"
6550,-0.4663,5.283,#858585,0.8436,1.0,T14A8.2,714,WBGene00020497,188490.0,
6551,0.678,6.28,#858585,0.8437,1.0,C06A6.4,1806,WBGene00015509,177571.0,
6552,0.7664,4.972,#858585,0.8383,1.0,mvb-12,1039,WBGene00015508,182286.0,"['amphid neurons', 'hypodermis', 'intestine', 'and pm7']"
6553,-0.9523,7.538,#858585,0.5604,1.0,erp-44.2,1393,WBGene00015510,177572.0,
6554,0.2839,1.045,#858585,0.9578,1.0,C06A6.7,1101,WBGene00015511,3565925.0,
6555,-0.4086,5.595,#858585,0.9822,1.0,C06A6.2,2318,WBGene00015507,177573.0,
6556,-0.312,5.15,#858585,0.9904,1.0,flp-10,700,WBGene00001453,177574.0,"['nerve ring', 'neurons']"
6557,-0.681,5.65,#858585,0.8499,1.0,atic-1,2142,WBGene00016957,177576.0,
6558,1.691,5.131,#858585,0.07405,0.2604,ilys-4,790,WBGene00016958,183853.0,"['DD neuron', 'neurons']"
6559,-0.9175,5.319,#858585,0.5904,1.0,arp-11,1236,WBGene00016793,183628.0,
6560,-0.01729,5.092,#858585,0.9991,1.0,C49H3.6,1902,WBGene00016792,177577.0,"['intestinal muscle', 'ventral nerve cord']"
6561,0.1236,5.257,#858585,0.9983,1.0,C49H3.9,1454,WBGene00016794,177578.0,
6562,-0.6885,7.289,#858585,0.7829,1.0,ntl-4,3488,WBGene00003827,177580.0,
6563,1.097,3.467,#858585,0.3511,0.8503,C49H3.4,813,WBGene00016791,183627.0,
6564,-0.4208,5.748,#858585,0.9173,1.0,C49H3.3,454,WBGene00016790,177582.0,
6565,-0.656,9.834,#858585,0.7949,1.0,rps-2,998,WBGene00004471,177583.0,
6566,1.016,0.04082,#858585,0.4938,1.0,C49H3.12,515,WBGene00016795,183629.0,
6567,2.193,2.505,#858585,0.01249,0.0633,gcy-8,3642,WBGene00001535,177584.0,"['AFDL', 'AFDR']"
6568,1.179,3.241,#858585,0.2763,0.7194,bbs-2,2263,WBGene00000242,259580.0,"['ciliated neurons', 'sensory neurons']"
6569,0.7151,5.191,#858585,0.7584,1.0,exc-9,554,WBGene00017644,177586.0,"['several structures', 'including PLN', 'distal tip cell', 'excretory canal', 'nerve ring', 'and touch receptor neurons']"
6570,-1.565,5.606,#858585,0.01966,0.08995,czw-1,2581,WBGene00017643,177587.0,
6571,-0.5594,6.606,#858585,0.8553,1.0,F20D12.2,3508,WBGene00017642,177589.0,"['head', 'tail']"
6572,-0.1884,1.822,#858585,0.9753,1.0,ceh-19,857,WBGene00000442,177590.0,['neurons']
6573,-0.2967,5.23,#858585,0.9423,1.0,csr-1,3577,WBGene00017641,177591.0,"['several structures', 'including germ line', 'in male']"
6574,-0.251,2.414,#858585,0.9634,1.0,F57H12.5,1846,WBGene00019020,177592.0,
6575,-0.9093,2.042,#858585,0.6119,1.0,frpr-10,1015,WBGene00019019,186481.0,
6576,1.273,4.091,#858585,0.1676,0.4952,F57H12.6,795,WBGene00019021,177593.0,
6577,-0.2707,4.69,#858585,0.9931,1.0,unc-24,1494,WBGene00006761,177594.0,
6578,-0.8358,8.745,#858585,0.6551,1.0,arf-3,1007,WBGene00000183,177595.0,"['several structures', 'including body wall musculature', 'intestine', 'pharyngeal muscle cell', 'ventral nerve cord', 'and vulva']"
6579,-1.724,6.95,#858585,0.1189,0.3797,rig-4,7515,WBGene00004371,177597.0,"['several structures', 'including DA neuron', 'excretory cell', 'somatic neurons', 'spermathecal-uterine junction', 'and vulva']"
6580,0.709,1.727,#858585,0.8103,1.0,Y42H9B.3,1153,WBGene00021541,189844.0,
6581,-0.6504,0.6692,#858585,0.7948,1.0,C26B2.8,1186,WBGene00016130,182930.0,
6582,-0.5299,3.196,#858585,0.8024,1.0,C26B2.7,626,WBGene00016129,177599.0,
6583,0.8487,5.614,#858585,0.7451,1.0,elpc-4,1103,WBGene00016128,182929.0,
6584,0.3078,4.933,#858585,0.9927,1.0,dnc-4,1435,WBGene00016124,177600.0,
6585,0.01328,0.2115,#858585,0.9983,1.0,C26B2.2,840,WBGene00016125,182926.0,
6586,-0.1292,7.322,#858585,0.9952,1.0,nhr-31,2436,WBGene00003625,177601.0,['excretory cell']
6587,0.9414,2.785,#858585,0.562,1.0,nhr-258,1197,WBGene00016126,182927.0,['neurons']
6588,-1.646,8.808,#858585,0.09771,0.3246,sax-7,6132,WBGene00004732,177602.0,"['several structures', 'including gonad', 'neurons', 'pharynx', 'somatic nervous system', 'and vulval cell']"
6589,-0.488,5.112,#858585,0.9194,1.0,nsy-7,983,WBGene00044508,3896760.0,"['amphid sensillum', 'intestine']"
6590,0.1512,1.983,#858585,0.9786,1.0,Y42H9AR.5,508,WBGene00021540,259581.0,
6591,-0.6106,4.569,#858585,0.9326,1.0,rabs-5,1894,WBGene00021538,177603.0,"['PQR', 'amphid neurons', 'phasmid neurons', 'and ray neurons']"
6592,-1.367,5.627,#858585,0.08751,0.2972,Y42H9AR.4,2454,WBGene00021539,3565368.0,
6593,-1.885,5.812,#858585,0.0193,0.08861,Y42H9AR.1,1901,WBGene00021536,177604.0,
6594,0.2062,2.59,#858585,0.9843,1.0,F42G8.19,549,WBGene00249817,24104576.0,
6595,0.04294,6.697,#858585,0.9894,1.0,F42G8.10,757,WBGene00018361,177606.0,
6596,-0.6849,3.965,#858585,0.8696,1.0,moc-3,1329,WBGene00018357,177607.0,
6597,1.175,5.156,#858585,0.2805,0.7274,sph-1,951,WBGene00004979,177608.0,"['anal sphincter muscle', 'pharyngeal muscle cell']"
6598,-0.01936,8.476,#858585,0.9949,1.0,isp-1,1213,WBGene00002162,177609.0,"['head', 'tail']"
6599,-0.1977,4.781,#858585,0.9968,1.0,islo-1,1510,WBGene00018356,185675.0,"['body wall musculature', 'non-striated muscle']"
6600,-0.007853,6.255,#858585,0.9991,1.0,pmk-3,1860,WBGene00004057,177610.0,"['several structures', 'including amphid neurons', 'gonad', 'and intestine']"
6601,0.2998,5.632,#858585,0.9921,1.0,pmk-2,1536,WBGene00004056,177611.0,"['ganglia', 'gonad', 'intestine', 'and nerve ring']"
6602,0.4091,6.567,#858585,0.9773,1.0,pmk-1,1561,WBGene00004055,191743.0,"['several structures', 'including head neurons', 'intestine', 'and vulval precursor cell']"
6603,-1.29,8.096,#858585,0.1918,0.5483,faah-1,1884,WBGene00015047,177613.0,"['pharyngeal neurons', 'pharynx']"
6604,0.8379,2.955,#858585,0.6058,1.0,clec-51,1002,WBGene00015050,181854.0,
6605,-0.968,6.951,#858585,0.5411,1.0,pct-1,2940,WBGene00003961,177615.0,
6606,-0.2619,5.511,#858585,0.9623,1.0,wsp-1,3455,WBGene00006957,177616.0,"['several structures', 'including Q cell', 'anchor cell', 'apoptotic cell', 'uterine epithelial cell', 'and vulval cell']"
6607,0.226,4.757,#858585,0.9697,1.0,glrx-22,487,WBGene00044608,3896777.0,
6608,-0.5864,6.506,#858585,0.8773,1.0,hgrs-1,2591,WBGene00004101,177617.0,"['several structures', 'including coelomocyte', 'excretory canal', 'hermaphrodite gonad', 'intestine', 'and vulva']"
6609,-0.2563,3.075,#858585,0.9673,1.0,svh-1,3048,WBGene00006620,182375.0,"['ADLL', 'ADLR']"
6610,0.6786,-0.2893,#858585,0.7074,1.0,C07G1.7,618,WBGene00015573,182378.0,
6611,-1.688,4.709,#858585,0.04716,0.1792,ocr-2,2782,WBGene00003839,188314.0,"['AWA', 'sensory neurons', 'and uterus']"
6612,1.794,3.344,#858585,0.06257,0.2264,gpx-6,799,WBGene00020373,188313.0,
6613,1.488,2.827,#858585,0.1822,0.5267,T09A12.5,291,WBGene00020374,259582.0,
6614,-0.4692,6.377,#858585,0.9375,1.0,nhr-66,2945,WBGene00003656,177618.0,"['several structures', 'including ganglia', 'head neurons', 'hypodermis', 'spermatheca', 'and terminal bulb']"
6615,0.1774,0.09632,#858585,0.9203,1.0,vit-6,5090,WBGene00006930,177619.0,
6616,-0.7282,1.889,#858585,0.7915,1.0,K07H8.9,1166,WBGene00019509,177620.0,
6617,-1.197,8.845,#858585,0.359,0.8632,K07H8.10,2694,WBGene00019510,177621.0,
6618,-0.3975,5.38,#858585,0.9144,1.0,daf-31,749,WBGene00000923,177622.0,"['hypodermal cell', 'neurons']"
6619,-0.818,6.569,#858585,0.765,1.0,K07H8.2,1910,WBGene00019504,177623.0,
6620,-0.8047,4.789,#858585,0.805,1.0,tbce-1,1570,WBGene00019503,177624.0,
6621,-0.2712,4.684,#858585,0.992,1.0,nprl-3,1907,WBGene00018072,185331.0,
6622,0.104,4.078,#858585,0.9951,1.0,F35H10.6,578,WBGene00018071,177625.0,
6623,0.7898,0.9547,#858585,0.6713,1.0,F35H10.5,329,WBGene00018070,185330.0,
6624,-0.8405,8.59,#858585,0.6956,1.0,vha-5,2965,WBGene00006914,177626.0,"['several structures', 'including excretory cell', 'hypodermis', 'neuronal sheath cell', 'pharynx', 'and vulva']"
6625,-2.214,8.348,#858585,0.0136,0.06755,F35H10.10,4604,WBGene00018073,177627.0,
6626,1.457,0.623,#858585,0.1816,0.5258,lys-10,734,WBGene00003099,184622.0,
6627,-0.9197,1.485,#858585,0.5848,1.0,his-32,565,WBGene00001906,177628.0,
6628,-0.7973,5.19,#858585,0.7707,1.0,sqv-1,1804,WBGene00005019,177631.0,"['coelomocyte', 'oocyte', 'uterus', 'and vulva']"
6629,-0.7926,4.005,#858585,0.8124,1.0,D2096.12,2570,WBGene00017079,3565193.0,
6630,-0.56,6.033,#858585,0.9125,1.0,aagr-1,2999,WBGene00017071,177632.0,
6631,0.4104,2.113,#858585,0.945,1.0,D2096.6,705,WBGene00017073,177633.0,"['epithelial cell', 'marginal cell', 'pharyngeal muscle cell', 'and pharynx']"
6632,1.875,5.373,#858585,0.01336,0.0668,D2096.7,1153,WBGene00017074,177635.0,
6633,0.383,9.269,#858585,0.9642,1.0,nap-1,1341,WBGene00017075,177636.0,
6634,-0.5293,5.454,#858585,0.8869,1.0,praf-3,782,WBGene00017070,177637.0,
6635,2.387,2.954,#858585,0.03769,0.1495,D2096.9,323,WBGene00017076,183967.0,
6636,-0.2098,2.321,#858585,0.9777,1.0,D2096.10,549,WBGene00017077,183968.0,
6637,0.3321,1.411,#858585,0.9593,1.0,D2096.11,2184,WBGene00017078,177638.0,
6638,-0.2342,2.254,#858585,0.9608,1.0,D2096.16,592,WBGene00235276,,
6639,0.05787,2.891,#858585,0.9979,1.0,M116.2,741,WBGene00019789,,
6640,1.178,0.9484,#858585,0.3153,0.7905,M116.5,3416,WBGene00019792,177642.0,
6641,0.5543,2.792,#858585,0.9072,1.0,tmem-231,1409,WBGene00020825,188913.0,"['amphid neurons', 'ciliated neurons', 'inner labial neurons', 'outer labial neurons', 'and phasmid neurons']"
6642,0.191,6.215,#858585,0.9772,1.0,T26A8.4,2187,WBGene00020827,177643.0,
6643,-1.081,6.184,#858585,0.3716,0.8853,T26A8.1,2664,WBGene00020824,177644.0,
6644,0.8523,2.162,#858585,0.6334,1.0,T01B11.1,1116,WBGene00020138,177645.0,
6645,1.67,3.772,#858585,0.04366,0.1683,str-176,1664,WBGene00006220,13197055.0,
6646,1.529,3.209,#858585,0.1815,0.5257,oat-1,1697,WBGene00003837,177649.0,
6647,0.837,7.378,#858585,0.7059,1.0,spp-10,1522,WBGene00004995,177651.0,
6648,-0.8055,3.778,#858585,0.7463,1.0,C28C12.12,1302,WBGene00016182,177653.0,
6649,-1.776,4.572,#858585,0.009463,0.05131,acdh-13,2056,WBGene00001566,177654.0,
6650,2.149,-0.518,#858585,0.01723,0.08099,mesp-1,720,WBGene00016178,177655.0,['germ line']
6651,0.4163,6.937,#858585,0.8649,1.0,tag-77,3303,WBGene00006450,177656.0,"['hermaphrodite gonad', 'somatic gonad precursor']"
6652,-1.356,4.736,#858585,0.06648,0.2382,mes-6,1683,WBGene00003224,177657.0,"['Z2', 'Z3', 'germ line', 'intestinal cell', 'and oocyte']"
6653,-1.364,3.041,#858585,0.1565,0.4709,C09G4.4,605,WBGene00044001,3565561.0,
6654,-1.171,5.073,#858585,0.3235,0.8052,cks-1,693,WBGene00001051,177658.0,
6655,0.1109,6.813,#858585,0.997,1.0,pkg-2,2780,WBGene00015650,177659.0,
6656,0.734,5.146,#858585,0.8466,1.0,hyl-1,1666,WBGene00002043,177660.0,['motor neurons']
6657,0.9908,3.535,#858585,0.5144,1.0,npr-22,1700,WBGene00022004,190424.0,"['head muscle', 'intestine', 'neurons', 'and pharyngeal muscle cell']"
6658,-0.6086,7.593,#858585,0.8975,1.0,catp-7,3945,WBGene00022010,177664.0,"['several structures', 'including amphid neurons', 'excretory cell', 'gonad', 'spermatocyte', 'and vulva']"
6659,0.2279,5.24,#858585,0.9608,1.0,Y59H11AR.6,541,WBGene00077437,,
6660,-1.177,4.797,#858585,0.2652,0.6985,Y59H11AR.4,1565,WBGene00022012,190429.0,
6661,1.284,2.983,#858585,0.1956,0.5563,F42A9.6,766,WBGene00018335,185654.0,
6662,0.07856,1.788,#858585,0.9746,1.0,F42A9.8,448,WBGene00018337,185656.0,
6663,-0.2181,6.323,#858585,0.9672,1.0,lin-49,3702,WBGene00003034,177666.0,
6664,-0.5919,7.17,#858585,0.7975,1.0,dgk-4,4821,WBGene00006483,177667.0,"['gonad', 'head', 'and tail']"
6665,1.418,1.877,#858585,0.1604,0.4801,F42A9.9,1264,WBGene00018338,185657.0,
6666,-0.002548,4.715,#858585,0.9999,1.0,cyp-33E1,1580,WBGene00016768,183602.0,
6667,-1.337,6.858,#858585,0.1241,0.3929,C49C8.5,1469,WBGene00016769,177668.0,
6668,0.8021,3.874,#858585,0.6822,1.0,C49C8.2,614,WBGene00016766,177669.0,
6669,-0.4395,3.055,#858585,0.9308,1.0,cdh-5,4886,WBGene00000397,177671.0,
6670,-0.7867,5.07,#858585,0.8225,1.0,pole-2,1899,WBGene00017237,177673.0,
6671,-0.2426,5.068,#858585,0.9494,1.0,F08B4.7,649,WBGene00017238,177674.0,
6672,-1.537,4.862,#858585,0.02673,0.1144,hst-1,2752,WBGene00002028,177675.0,
6673,-0.4699,5.319,#858585,0.952,1.0,dic-1,3082,WBGene00000994,24104403.0,"['several structures', 'including neurons']"
6674,-1.025,4.366,#858585,0.4621,1.0,ttll-11,2172,WBGene00019230,177677.0,"['ciliated neurons', 'in male']"
6675,-0.3673,2.555,#858585,0.9774,1.0,H23L24.4,1073,WBGene00019231,186764.0,
6676,2.336,0.8711,#858585,0.0114,0.05892,ipla-5,1894,WBGene00019229,186763.0,
6677,-1.913,2.333,#858585,0.01137,0.05884,F21D5.9,760,WBGene00009014,184771.0,['epithelial cell']
6678,-0.9823,4.464,#858585,0.5304,1.0,F21D5.1,2009,WBGene00009006,177678.0,
6679,-0.4918,4.23,#858585,0.9375,1.0,otub-3,1554,WBGene00009007,177679.0,
6680,0.4912,5.734,#858585,0.952,1.0,F21D5.5,1349,WBGene00009010,177681.0,
6681,0.7826,3.297,#858585,0.7338,1.0,F21D5.4,923,WBGene00009009,184768.0,
6682,0.5215,4.791,#858585,0.8711,1.0,mrps-33,472,WBGene00009013,184770.0,
6683,0.02404,5.618,#858585,0.9988,1.0,F21D5.6,1028,WBGene00009011,177682.0,
6684,-0.5855,7.337,#858585,0.9224,1.0,F21D5.7,1903,WBGene00009012,259584.0,
6685,-1.062,6.14,#858585,0.4241,0.9692,parg-1,3313,WBGene00004051,177683.0,"['tail neurons', 'ventral cord neurons']"
6686,2.281,1.203,#858585,0.01272,0.06434,elli-1,1056,WBGene00008968,184716.0,
6687,0.2496,6.5,#858585,0.992,1.0,klp-11,3738,WBGene00002222,177685.0,"['amphid neurons', 'dorsal nerve cord', 'inner labial neurons', 'phasmid neurons', 'and ventral nerve cord']"
6688,1.799,0.1501,#858585,0.03394,0.1377,C33D9.9,1157,WBGene00007902,,
6689,1.544,6.181,#858585,0.02927,0.1227,C33D9.6,3092,WBGene00007900,259585.0,"['hypodermis', 'muscle cell', 'and ventral cord neurons']"
6690,1.97,5.082,#858585,0.014,0.06882,C33D9.5,1604,WBGene00007899,,
6691,-1.449,4.971,#858585,0.0879,0.298,C33D9.3,2072,WBGene00007898,177691.0,
6692,-0.7439,6.843,#858585,0.8073,1.0,exc-5,3022,WBGene00001366,177692.0,"['excretory cell', 'hermaphrodite gonad', 'neurons', 'pharyngeal muscle cell', 'and rectal epithelium']"
6693,-0.04631,5.045,#858585,0.9993,1.0,grsp-2,1094,WBGene00012118,177693.0,
6694,2.177,-0.215,#858585,0.04368,0.1684,T28C6.10,562,WBGene00045183,4926966.0,
6695,1.495,0.5943,#858585,0.1122,0.3625,T28C6.3,704,WBGene00012119,189035.0,
6696,-1.286,8.218,#858585,0.318,0.7957,T28C6.7,7469,WBGene00012121,177697.0,['tail']
6697,0.5758,3.911,#858585,0.8742,1.0,T28C6.8,919,WBGene00012122,177696.0,
6698,0.3465,3.014,#858585,0.94,1.0,T11B7.1,1571,WBGene00011706,177698.0,
6699,0.7238,6.051,#858585,0.8379,1.0,alp-1,4959,WBGene00001132,177701.0,"['body wall musculature', 'hypodermis', 'marginal cell', 'and pharyngeal muscle cell']"
6700,-1.041,5.751,#858585,0.4859,1.0,T11B7.5,663,WBGene00011708,177700.0,
6701,0.3894,6.51,#858585,0.9784,1.0,C09G9.1,2047,WBGene00007492,177702.0,
6702,-0.8277,4.464,#858585,0.7121,1.0,npp-23,1243,WBGene00007493,182462.0,
6703,0.6086,3.602,#858585,0.8121,1.0,C09G9.5,790,WBGene00007495,182465.0,
6704,0.4306,6.065,#858585,0.9494,1.0,spr-2,1160,WBGene00005007,177704.0,
6705,0.1924,4.18,#858585,0.9901,1.0,C27B7.2,827,WBGene00007760,177705.0,
6706,0.4247,7.05,#858585,0.8672,1.0,rad-26,4187,WBGene00007761,177706.0,
6707,-0.618,6.779,#858585,0.9139,1.0,rap-1,1160,WBGene00004307,177709.0,"['several structures', 'including germ line', 'gonad', 'and neurons']"
6708,0.4781,4.089,#858585,0.974,1.0,D1046.2,1672,WBGene00008363,183908.0,
6709,-0.5611,5.884,#858585,0.9207,1.0,cfim-2,2099,WBGene00008362,177710.0,
6710,0.2809,4.144,#858585,0.9749,1.0,slc-25A26,1312,WBGene00008364,177711.0,
6711,0.9293,1.376,#858585,0.587,1.0,D1046.4,1707,WBGene00008365,183909.0,
6712,1.012,2.283,#858585,0.4836,1.0,anr-8,437,WBGene00219575,,
6713,0.298,4.365,#858585,0.9471,1.0,C53B4.3,1746,WBGene00008273,177714.0,
6714,-0.4407,7.424,#858585,0.863,1.0,C53B4.4,4791,WBGene00008274,177716.0,
6715,0.3363,4.432,#858585,0.9699,1.0,nstp-1,1053,WBGene00008275,183743.0,
6716,-1.539,6.343,#858585,0.03759,0.1492,bre-1,2123,WBGene00000266,177717.0,
6717,-1.499,2.789,#858585,0.05951,0.2175,mltn-12,2259,WBGene00008277,177718.0,
6718,0.2681,6.217,#858585,0.9922,1.0,unc-129,1532,WBGene00006852,177719.0,"['several structures', 'including CAN', 'PDE socket cell', 'body wall musculature', 'cholinergic neurons', 'and terminal bulb']"
6719,2.055,1.998,#858585,0.02575,0.1111,C53D6.11,979,WBGene00044241,3565397.0,
6720,0.4604,2.869,#858585,0.9057,1.0,acc-2,1338,WBGene00008280,183758.0,"['PHA', 'glutamatergic neurons', 'and interneuron']"
6721,0.05015,4.11,#858585,0.9958,1.0,C53D6.4,1082,WBGene00008281,183759.0,
6722,-0.503,4.288,#858585,0.9678,1.0,C53D6.6,2045,WBGene00008283,177720.0,
6723,-1.125,4.643,#858585,0.3808,0.8995,C53D6.7,1018,WBGene00008284,183761.0,
6724,2.159,2.754,#858585,0.04722,0.1793,Y73F4A.1,769,WBGene00013514,177723.0,
6725,-0.918,5.081,#858585,0.6113,1.0,mppb-1,1454,WBGene00013880,177725.0,
6726,0.4157,1.58,#858585,0.9318,1.0,mans-4,2018,WBGene00013881,177726.0,
6727,-0.8578,6.968,#858585,0.6527,1.0,twk-8,2524,WBGene00006663,177727.0,['body wall musculature']
6728,1.372,7.623,#858585,0.215,0.5981,msa-1,714,WBGene00013882,177728.0,
6729,-0.3928,5.653,#858585,0.9695,1.0,lpl-1,1354,WBGene00003066,177729.0,
6730,0.2838,5.895,#858585,0.9831,1.0,icln-1,850,WBGene00002046,177730.0,
6731,0.2898,4.561,#858585,0.9608,1.0,C01F6.9,375,WBGene00007223,177731.0,
6732,0.8438,5.444,#858585,0.7436,1.0,cpna-3,1917,WBGene00007221,3565393.0,
6733,-0.7928,5.408,#858585,0.7875,1.0,cyp-31A1,1389,WBGene00000374,,
6734,0.6596,2.128,#858585,0.7484,1.0,C01F6.14,316,WBGene00219207,13197256.0,
6735,0.8087,2.749,#858585,0.7518,1.0,fem-3,1676,WBGene00001413,177734.0,"['germ line', 'spermatid', 'and in male']"
6736,1.352,6.685,#858585,0.1377,0.4267,aly-1,774,WBGene00000120,177735.0,
6737,-0.5472,7.867,#858585,0.915,1.0,nrfl-1,3060,WBGene00006438,177736.0,"['excretory canal', 'pharyngeal muscle cell', 'and tail']"
6738,0.2492,3.648,#858585,0.9769,1.0,daf-10,3643,WBGene00000906,184883.0,
6739,0.5485,2.92,#858585,0.8093,1.0,rpb-12,329,WBGene00009078,184886.0,
6740,0.1226,5.388,#858585,0.9977,1.0,aly-2,786,WBGene00000121,177738.0,
6741,-1.285,7.137,#858585,0.1607,0.4806,pcp-3,3365,WBGene00003958,177740.0,
6742,-1.424,6.656,#858585,0.06153,0.2235,pcp-2,3504,WBGene00003957,177741.0,
6743,-0.401,2.951,#858585,0.8746,1.0,C46C2.7,493,WBGene00045078,4927067.0,
6744,-0.02441,7.92,#858585,0.9911,1.0,wnk-1,6524,WBGene00006941,177743.0,"['body wall musculature', 'excretory cell', 'and spermatheca']"
6745,1.434,1.016,#858585,0.1188,0.3797,C46C2.6,634,WBGene00008114,3565282.0,
6746,-0.3525,7.345,#858585,0.9816,1.0,C46C2.2,1906,WBGene00008110,177744.0,
6747,1.117,3.127,#858585,0.3787,0.8962,Y11D7A.3,1753,WBGene00012428,177745.0,
6748,1.089,3.176,#858585,0.4098,0.9468,rab-28,747,WBGene00004281,189429.0,['ciliated neurons']
6749,3.247,-0.6754,#858585,0.0187,0.08637,Y11D7A.7,840,WBGene00012431,189432.0,
6750,1.197,4.449,#858585,0.2685,0.7044,Y11D7A.10,428,WBGene00012434,177747.0,
6751,1.965,3.372,#858585,0.03873,0.1527,flh-1,1852,WBGene00012435,177749.0,
6752,-0.2068,1.106,#858585,0.9646,1.0,Y11D7A.19,700,WBGene00077756,7040130.0,
6753,-0.587,2.088,#858585,0.8673,1.0,flh-3,1581,WBGene00012436,189435.0,
6754,-1.627,6.173,#858585,0.0566,0.209,nmy-3,4643,WBGene00012437,177750.0,
6755,1.626,3.193,#858585,0.09478,0.3168,F49C12.6,1085,WBGene00009876,186030.0,['excretory cell']
6756,-0.2497,5.516,#858585,0.9569,1.0,F49C12.7,1553,WBGene00009877,177751.0,
6757,-1.07,4.563,#858585,0.3768,0.8937,F49C12.9,1186,WBGene00009878,177752.0,
6758,-1.099,7.428,#858585,0.3839,0.9041,rpn-7,1899,WBGene00004463,177753.0,['tail']
6759,0.9094,0.719,#858585,0.5707,1.0,F49C12.10,906,WBGene00009879,177754.0,
6760,0.1763,3.504,#858585,0.9597,1.0,F49C12.11,384,WBGene00009880,177756.0,"['coelomocyte', 'hypodermis', 'and neurons']"
6761,0.4698,5.239,#858585,0.8649,1.0,F49C12.12,562,WBGene00009881,177755.0,
6762,0.3801,7.021,#858585,0.9136,1.0,vha-17,557,WBGene00009882,177757.0,"['excretory cell', 'hypodermal cell', 'and intestine']"
